time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
5.9159e-05,0,4.25282,-2.2263,4.83818,-0.028064,-0.219621,-0.0178472,0.153057,0,0,0
5.9159e-05,1,5.52829,0.935962,5.15586,-0.00218181,0.0280378,0.00213086,0.346361,0,0,0
5.9159e-05,2,3.0009,-5.37927,5.15828,0.0145468,0.00457378,-0.00455187,0.28605,0,0,0
5.9159e-05,3,0,0,0,0,0,0,0,0,0,0
5.9159e-05,4,0,0,0,0,0,0,0,0,0,0
5.9159e-05,5,0,0,0,0,0,0,0,0,0,0
0.0603748,0,4.2496,-2.24124,4.83761,-0.037735,-0.236413,-0.0184118,0.153057,0,0,0
0.0603748,1,5.5285,0.938671,5.15598,-0.00119698,0.032951,0.00144424,0.346361,0,0,0
0.0603748,2,3.00195,-5.37834,5.15805,0.0152052,0.0085711,-0.00435676,0.450328,0,0,0
0.0603748,3,0,0,0,0,0,0,0,0,0,0
0.0603748,4,0,0,0,0,0,0,0,0,0,0
0.0603748,5,0,0,0,0,0,0,0,0,0,0
0.113355,0,4.2496,-2.24124,4.83761,-0.037735,-0.236413,-0.0184118,0.490718,0,0,0
0.113355,1,5.5285,0.938671,5.15598,-0.00119698,0.032951,0.00144424,4.15411,0,0,0
0.113355,2,3.00336,-5.37727,5.15767,0.0164358,0.0123511,-0.00398863,0.450328,0,0,0
0.113355,3,0,0,0,0,0,0,0,0,0,0
0.113355,4,0,0,0,0,0,0,0,0,0,0
0.113355,5,0,0,0,0,0,0,0,0,0,0
0.175449,0,4.2432,-2.26276,4.83569,-0.0542291,-0.23663,-0.0167752,0.490718,0,0,0
0.175449,1,5.52892,0.941395,5.15609,0.000929695,0.0324307,0.000342833,4.15411,0,0,0
0.175449,2,3.00439,-5.3764,5.15756,0.0168863,0.0148903,-0.00331798,0.45342,0,0,0
0.175449,3,0,0,0,0,0,0,0,0,0,0
0.175449,4,0,0,0,0,0,0,0,0,0,0
0.175449,5,0,0,0,0,0,0,0,0,0,0
0.241793,0,4.24102,-2.27194,4.83532,-0.057365,-0.232646,-0.0145025,0.48153,0,0,0
0.241793,1,5.52873,0.942887,5.15611,0.000329165,0.0325796,-0.00039476,4.15457,0,0,0
0.241793,2,3.00636,-5.37513,5.15741,0.0172974,0.0172662,-0.00244978,0.45342,0,0,0
0.241793,3,0,0,0,0,0,0,0,0,0,0
0.241793,4,0,0,0,0,0,0,0,0,0,0
0.241793,5,0,0,0,0,0,0,0,0,0,0
0.302836,0,4.2396,-2.27815,4.83505,-0.0577569,-0.218709,-0.0115646,0.48153,0,0,0
0.302836,1,5.52873,0.942887,5.15611,0.000329165,0.0325796,-0.00039476,4.15457,0,0,0
0.302836,2,3.00636,-5.37513,5.15741,0.0172974,0.0172662,-0.00244978,0.455956,0,0,0
0.302836,3,0,0,0,0,0,0,0,0,0,0
0.302836,4,0,0,0,0,0,0,0,0,0,0
0.302836,5,0,0,0,0,0,0,0,0,0,0
0.365585,0,4.23804,-2.28368,4.83499,-0.0584387,-0.204179,-0.009402,0.475803,0,0,0
0.365585,1,5.52809,0.944001,5.15616,-0.00127188,0.0269934,-0.000689191,4.1544,0,0,0
0.365585,2,3.0074,-5.37519,5.15742,0.0146029,0.0143529,-0.00114505,0.457627,0,0,0
0.365585,3,0,0,0,0,0,0,0,0,0,0
0.365585,4,0,0,0,0,0,0,0,0,0,0
0.365585,5,0,0,0,0,0,0,0,0,0,0
0.424202,0,4.23781,-2.28596,4.83524,-0.0545297,-0.178963,-0.00718467,0.475803,0,0,0
0.424202,1,5.52748,0.944966,5.1564,-0.00297522,0.026317,-7.58158e-05,4.15378,0,0,0
0.424202,2,3.0074,-5.37519,5.15742,0.0146029,0.0143529,-0.00114505,0.457627,0,0,0
0.424202,3,0,0,0,0,0,0,0,0,0,0
0.424202,4,0,0,0,0,0,0,0,0,0,0
0.424202,5,0,0,0,0,0,0,0,0,0,0
0.481899,0,4.23655,-2.29124,4.83539,-0.0543251,-0.169284,-0.00474056,0.472781,0,0,0
0.481899,1,5.52581,0.945135,5.15806,-0.00788855,0.0230831,0.00188749,4.15378,0,0,0
0.481899,2,3.00737,-5.37649,5.15823,0.00997996,0.00884333,0.00144933,0.45835,0,0,0
0.481899,3,0,0,0,0,0,0,0,0,0,0
0.481899,4,0,0,0,0,0,0,0,0,0,0
0.481899,5,0,0,0,0,0,0,0,0,0,0
0.542172,0,4.23785,-2.2918,4.83592,-0.0459154,-0.145058,0.00659159,0.472781,0,0,0
0.542172,1,5.52354,0.945861,5.15769,-0.0143051,0.0222371,0.0044213,4.15154,0,0,0
0.542172,2,3.005,-5.38102,5.15814,0.000638446,-0.00563855,0.00459163,0.45835,0,0,0
0.542172,3,0,0,0,0,0,0,0,0,0,0
0.542172,4,0,0,0,0,0,0,0,0,0,0
0.542172,5,0,0,0,0,0,0,0,0,0,0
0.596843,0,4.23846,-2.29315,4.83733,-0.0397557,-0.125005,0.026647,0.471329,0,0,0
0.596843,1,5.51751,0.947537,5.15888,-0.0328239,0.0253856,0.0103515,4.15154,0,0,0
0.596843,2,3.00085,-5.38654,5.15795,-0.012547,-0.0209076,0.00840117,0.452799,0,0,0
0.596843,3,0,0,0,0,0,0,0,0,0,0
0.596843,4,0,0,0,0,0,0,0,0,0,0
0.596843,5,0,0,0,0,0,0,0,0,0,0
0.647443,0,4.23907,-2.29289,4.83969,-0.0341792,-0.104862,0.0475537,0.471329,0,0,0
0.647443,1,5.51038,0.950696,5.15695,-0.052639,0.0333248,0.0166474,4.1362,0,0,0
0.647443,2,2.99539,-5.3935,5.1579,-0.0284021,-0.039686,0.0114586,0.452799,0,0,0
0.647443,3,0,0,0,0,0,0,0,0,0,0
0.647443,4,0,0,0,0,0,0,0,0,0,0
0.647443,5,0,0,0,0,0,0,0,0,0,0
0.707766,0,4.24007,-2.29126,4.84337,-0.0273034,-0.0815045,0.0721105,0.469774,0,0,0
0.707766,1,5.50531,0.950911,5.15908,-0.0609008,0.0291109,0.0244046,4.1362,0,0,0
0.707766,2,2.988,-5.40249,5.15746,-0.0484953,-0.0622348,0.0134074,0.438017,0,0,0
0.707766,3,0,0,0,0,0,0,0,0,0,0
0.707766,4,0,0,0,0,0,0,0,0,0,0
0.707766,5,0,0,0,0,0,0,0,0,0,0
0.766717,0,4.23911,-2.28899,4.84821,-0.0281813,-0.0597224,0.0931622,0.465392,0,0,0
