time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
0.000928373,0,20.4936,6.49059,5.50034,0.00657047,0.0106795,0.000304368,0.0123136,0,0,0
0.000928373,1,5.49143,21.473,5.49856,0.00385393,0.0233901,0.000411969,19.8972,0,0,0
0.000928373,2,-2.52056,-5.51354,5.49885,0.00677771,0.00766082,-0.000597859,0.0252028,0,0,0
0.000928373,3,-9.40012,7.32003,3.50402,-0.0572934,0.095605,-0.00183575,0.205865,0,0,0
0.000928373,4,5.49177,7.47486,3.50003,0.00497019,0.0174017,-9.57428e-05,0.0264564,0,0,0
0.000928373,5,11.4239,-5.48567,3.4936,0.0407702,-0.00658099,-7.75382e-05,6.19276,0,0,0
0.195312,0,20.4941,6.49137,5.50036,0.00661625,0.0106214,0.000295438,18.8317,0,0,0
0.195312,1,5.49195,21.4758,5.49861,0.00352783,0.0217903,0.000399889,19.5184,0,0,0
0.195312,2,-2.52008,-5.51302,5.49882,0.0067108,0.00745347,-0.00057512,5.66566,0,0,0
0.195312,3,-9.40254,7.32469,3.50401,-0.052594,0.0894352,-0.0018291,5.55479,0,0,0
0.195312,4,5.49247,7.47687,3.50003,0.00477928,0.0160376,-9.38511e-05,11.085,0,0,0
0.195312,5,11.4271,-5.48651,3.4936,0.0420453,-0.00823577,-5.09859e-05,8.12947,0,0,0
0.342486,0,20.4946,6.49208,5.50037,0.00646727,0.0103717,0.000285501,18.8317,0,0,0
0.342486,1,5.49224,21.4769,5.49863,0.0035279,0.0203953,0.000960404,22.997,0,0,0
0.342486,2,-2.51967,-5.51251,5.49879,0.00647564,0.0073017,-0.000563388,8.26428,0,0,0
0.342486,3,-9.40647,7.3311,3.5039,-0.0544455,0.0908586,-0.00177587,5.54827,0,0,0
0.342486,4,5.49247,7.47687,3.50003,0.00477928,0.0160376,-9.38511e-05,11.0852,0,0,0
0.342486,5,11.4293,-5.48667,3.49361,0.0398544,-0.00706396,0.00071443,8.12947,0,0,0
0.515465,0,20.4951,6.49284,5.50039,0.00636037,0.0103441,0.000847319,19.4331,0,0,0
0.515465,1,5.49243,21.4784,5.49885,0.00312273,0.0203619,0.00673581,22.5373,0,0,0
0.515465,2,-2.51929,-5.51209,5.49876,0.00610261,0.00681942,-0.0010696,7.56791,0,0,0
0.515465,3,-9.40876,7.33552,3.5039,-0.049928,0.0849571,-0.00142603,5.54406,0,0,0
0.515465,4,5.49314,7.47905,3.49999,0.00448662,0.0155037,-0.00052177,11.0854,0,0,0
0.515465,5,11.4313,-5.48686,3.49376,0.0374591,-0.00613558,0.00597383,8.12957,0,0,0
0.681779,0,20.4955,6.49352,5.50053,0.00626633,0.0101201,0.00593618,20.8251,0,0,0
0.681779,1,5.49263,21.4797,5.49976,0.00314187,0.019843,0.0201927,22.5387,0,0,0
0.681779,2,-2.51889,-5.51159,5.49849,0.00593635,0.00678604,-0.00663158,7.56742,0,0,0
0.681779,3,-9.41249,7.34161,3.50404,-0.051674,0.0862919,0.00290519,5.53778,0,0,0
0.681779,4,5.49341,7.48,3.49995,0.00419495,0.0149843,-0.00297084,11.0856,0,0,0
0.681779,5,11.4341,-5.48753,3.49444,0.0379661,-0.00695051,0.0196506,6.1897,0,0,0
0.824034,0,20.4958,6.49396,5.50112,0.00595892,0.00935192,0.0176219,20.8251,0,0,0
0.824034,1,5.49282,21.4806,5.50234,0.00372981,0.0191532,0.0315395,22.5398,0,0,0
0.824034,2,-2.51854,-5.5111,5.4984,0.00559315,0.00676621,-0.0118747,7.56673,0,0,0
0.824034,3,-9.41544,7.3468,3.50428,-0.0501663,0.08414,0.0150413,5.53256,0,0,0
0.824034,4,5.49367,7.48107,3.49907,0.00366821,0.0152173,-0.0136752,11.0858,0,0,0
0.824034,5,11.4366,-5.48818,3.49616,0.037674,-0.00670012,0.0406446,6.18846,0,0,0
0.981587,0,20.4959,6.49432,5.50286,0.00565752,0.00915586,0.0384979,20.8256,0,0,0
0.981587,1,5.49282,21.4806,5.50234,0.00372981,0.0191532,0.0315395,22.5404,0,0,0
0.981587,2,-2.51815,-5.51019,5.49785,0.00598694,0.00941413,-0.0338517,7.56617,0,0,0
0.981587,3,-9.41864,7.35213,3.50742,-0.0492356,0.0823907,0.0389238,5.52602,0,0,0
0.981587,4,5.49357,7.48234,3.4987,0.000962499,0.017097,-0.0372398,11.0859,0,0,0
0.981587,5,11.4387,-5.48906,3.49955,0.0368354,-0.00486789,0.0721636,6.18536,0,0,0
1.13446,0,20.4954,6.49412,5.50678,0.00530529,0.00886237,0.0709543,20.8256,0,0,0
1.13446,1,5.49206,21.4809,5.50557,0.00326492,0.0182685,0.0707439,22.5398,0,0,0
1.13446,2,-2.5176,-5.50893,5.49641,0.00776373,0.0143586,-0.0613172,7.56507,0,0,0
1.13446,3,-9.42247,7.35802,3.51134,-0.0489974,0.0812634,0.072987,5.51842,0,0,0
1.13446,4,5.49282,7.48426,3.49628,-0.00561655,0.0224,-0.0632503,11.0857,0,0,0
1.13446,5,11.4418,-5.49176,3.50411,0.0404776,-0.00871114,0.103054,6.18536,0,0,0
1.28057,0,20.4938,6.49271,5.51294,0.00464571,0.00803186,0.110368,20.8245,0,0,0
1.28057,1,5.48995,21.4799,5.51304,0.00218936,0.0175531,0.118237,22.537,0,0,0
1.28057,2,-2.51603,-5.50711,5.49381,0.0145714,0.0225108,-0.0918342,7.56318,0,0,0
1.28057,3,-9.42755,7.3651,3.51439,-0.0505071,0.081827,0.114316,5.50955,0,0,0
1.28057,4,5.49078,7.48722,3.48923,-0.0191533,0.0328177,-0.0981436,11.0845,0,0,0
1.28057,5,11.444,-5.4961,3.51187,0.041711,-0.0124586,0.158133,6.18147,0,0,0
1.43985,0,20.4905,6.48952,5.51796,0.000969163,0.0042369,0.158775,20.8215,0,0,0
1.43985,1,5.48597,21.4768,5.52829,-0.00173188,0.0131709,0.168237,22.5305,0,0,0
1.43985,2,-2.51375,-5.50264,5.49265,0.0261179,0.0413408,-0.119322,7.55977,0,0,0
1.43985,3,-9.43298,7.3722,3.53072,-0.0500707,0.0795277,0.166011,5.49562,0,0,0
1.43985,4,5.48681,7.49168,3.48983,-0.0402529,0.0481987,-0.125865,11.0816,0,0,0
1.43985,5,11.445,-5.50185,3.52057,0.0379337,-0.019748,0.194194,6.17562,0,0,0
1.58378,0,20.4867,6.48591,5.52987,0.00143034,0.00446905,0.203331,20.8162,0,0,0
1.58378,1,5.47922,21.471,5.53819,-0.0109142,0.00360822,0.219589,23.4124,0,0,0
1.58378,2,-2.50871,-5.49483,5.48566,0.0492297,0.0727383,-0.158341,8.13052,0,0,0
1.58378,3,-9.44466,7.38593,3.53839,-0.0688633,0.0976355,0.22246,5.47641,0,0,0
1.58378,4,5.48016,7.498,3.47193,-0.0730525,0.0702322,-0.165989,11.0313,0,0,0
1.58378,5,11.4457,-5.51186,3.53263,0.0329506,-0.0327972,0.262665,6.16848,0,0,0
1.73513,0,20.4755,6.47489,5.55368,-0.0178928,-0.014728,0.278916,20.8094,0,0,0
1.73513,1,5.47141,21.4639,5.54905,-0.0204952,-0.00697301,0.257318,23.4013,0,0,0
1.73513,2,-2.50162,-5.48163,5.4765,0.0785796,0.119896,-0.185342,8.11917,0,0,0
1.73513,3,-9.45806,7.40142,3.55738,-0.0839218,0.111928,0.298057,5.4509,0,0,0
1.73513,4,5.47035,7.50664,3.46984,-0.11248,0.0955824,-0.184066,11.0231,0,0,0
1.73513,5,11.4468,-5.52791,3.54829,0.0265989,-0.0627506,0.328852,6.15671,0,0,0
1.88179,0,20.4609,6.46074,5.56096,-0.0424462,-0.0401237,0.342691,20.0112,0,0,0
1.88179,1,5.45453,21.4481,5.56013,-0.0499646,-0.0355927,0.33791,23.3785,0,0,0
1.88179,2,-2.49225,-5.47039,5.45979,0.114149,0.155183,-0.208502,8.10219,0,0,0
1.88179,3,-9.47574,7.42106,3.55338,-0.113436,0.140011,0.3569,5.42807,0,0,0
1.88179,4,5.45612,7.51711,3.44566,-0.168382,0.124452,-0.219297,11.0131,0,0,0
1.88179,5,11.4466,-5.54695,3.56362,0.0119061,-0.0984004,0.377367,6.13847,0,0,0
2.02496,0,20.4434,6.44307,5.57604,-0.0734656,-0.0690013,0.409484,20.0112,0,0,0
2.02496,1,5.43529,21.4296,5.57817,-0.0805008,-0.0656012,0.414319,23.3516,0,0,0
2.02496,2,-2.48052,-5.45303,5.43218,0.157979,0.209971,-0.242201,8.08129,0,0,0
2.02496,3,-9.49815,7.44542,3.58523,-0.147869,0.172769,0.446438,5.38624,0,0,0
2.02496,4,5.43746,7.52991,3.43015,-0.234283,0.154809,-0.252551,10.9969,0,0,0
2.02496,5,11.4465,-5.57095,3.58467,-0.00373708,-0.142334,0.437473,6.11762,0,0,0
2.17921,0,20.4181,6.41788,5.58849,-0.118611,-0.111997,0.496564,19.9844,0,0,0
