time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
6.0634e-05,0,-7.49246,2.4945,3.48795,-0.000841173,0.00859061,0.0029129,0.0152438,0,0,0
6.0634e-05,1,1.50177,-1.49412,5.50501,0.00802513,0.00292512,-0.00103075,0.00792858,0,0,0
6.0634e-05,2,8.46437,4.4584,3.495,0.0236336,0.0266547,-0.000385836,0.0549996,0,0,0
6.0634e-05,3,-1.58726,17.3074,4.49931,0.0460937,0.102217,-0.00230204,0.211411,0,0,0
6.0634e-05,4,7.42387,13.4261,5.49655,0.0481779,0.0475159,-0.000738152,0.110575,0,0,0
6.0634e-05,5,-8.51193,11.508,5.4954,0.00567166,0.00856502,-0.00108884,30.5592,0,0,0
0.163567,0,-7.49245,2.49465,3.48809,-0.000837043,0.00913573,0.00285604,33.0059,0,0,0
0.163567,1,1.50276,-1.49379,5.50491,0.00726352,0.00246336,-0.000988405,22.2948,0,0,0
0.163567,2,8.4658,4.46,3.49499,0.0227098,0.0256459,-0.000358817,18.6793,0,0,0
0.163567,3,-1.58455,17.3144,4.49931,0.0444976,0.10232,-0.00236967,39.8619,0,0,0
0.163567,4,7.42672,13.4289,5.49653,0.0462408,0.0455949,-0.000700439,26.8009,0,0,0
0.163567,5,-8.51127,11.5089,5.49535,0.00526256,0.00738984,-0.00104182,28.1921,0,0,0
0.326594,0,-7.49249,2.49523,3.48823,-0.000817227,0.00890865,0.00280245,31.9622,0,0,0
0.326594,1,1.50318,-1.49365,5.50491,0.00668102,0.00220624,-0.00100504,17.0025,0,0,0
0.326594,2,8.46728,4.46165,3.49497,0.0221332,0.0249891,-0.0003316,23.6878,0,0,0
0.326594,3,-1.58003,17.325,4.49916,0.0395283,0.0923465,-0.00192075,39.1559,0,0,0
0.326594,4,7.42957,13.4317,5.49651,0.044712,0.0441092,-0.000661516,21.5251,0,0,0
0.326594,5,-8.51091,11.5094,5.4953,0.00518953,0.00713807,-0.000975894,35.6234,0,0,0
0.470966,0,-7.49257,2.49622,3.4884,-0.000782052,0.00797051,0.00352314,26.4691,0,0,0
0.470966,1,1.50364,-1.49344,5.50482,0.00634143,0.00226889,-0.000869503,21.59,0,0,0
0.470966,2,8.4686,4.4631,3.49496,0.0211764,0.0238317,-2.77917e-05,23.6025,0,0,0
0.470966,3,-1.57741,17.3301,4.49909,0.0387302,0.0876729,-0.00193081,34.334,0,0,0
0.470966,4,7.43258,13.4347,5.49649,0.0440552,0.0434361,-0.000617975,17.4717,0,0,0
0.470966,5,-8.51055,11.51,5.49523,0.00511267,0.0068886,-0.00115939,36.2498,0,0,0
0.616013,0,-7.49256,2.49635,3.48869,-0.000813476,0.00848446,0.00745258,34.72,0,0,0
0.616013,1,1.5042,-1.49323,5.505,0.0063816,0.00230149,0.00212057,21.5897,0,0,0
0.616013,2,8.47005,4.46474,3.49505,0.0208186,0.0235347,0.00387359,20.6185,0,0,0
0.616013,3,-1.57466,17.3368,4.49912,0.0383541,0.0889204,-0.00249504,40.9679,0,0,0
0.616013,4,7.43546,13.4375,5.4965,0.0431332,0.0424838,-0.000958682,17.4717,0,0,0
0.616013,5,-8.51047,11.5101,5.49502,0.00541014,0.00739747,-0.00361717,32.8775,0,0,0
0.773525,0,-7.49263,2.49723,3.48933,-0.000915621,0.0075768,0.0138874,31.9633,0,0,0
0.773525,1,1.50474,-1.49313,5.50529,0.0063422,0.00206622,0.00688576,21.5895,0,0,0
0.773525,2,8.47162,4.46634,3.49572,0.0208267,0.0233837,0.0167265,20.8939,0,0,0
0.773525,3,-1.57393,17.338,4.49913,0.0409079,0.0931196,-0.00556937,39.1642,0,0,0
0.773525,4,7.43828,13.4401,5.49668,0.0423692,0.0409977,-0.00465745,18.0124,0,0,0
0.773525,5,-8.5101,11.5106,5.49499,0.00550488,0.00694592,-0.00803375,30.6411,0,0,0
0.920826,0,-7.49246,2.4972,3.49053,-0.00090411,0.00804624,0.0244765,27.5241,0,0,0
0.920826,1,1.50533,-1.49306,5.50698,0.00628733,0.00195341,0.0107647,21.5894,0,0,0
0.920826,2,8.47323,4.46755,3.49704,0.0203134,0.0228042,0.0381716,23.6042,0,0,0
0.920826,3,-1.56927,17.3478,4.49912,0.0382613,0.0839196,-0.0100113,31.1688,0,0,0
0.920826,4,7.44131,13.4423,5.49738,0.0428071,0.0382169,-0.00798926,31.8383,0,0,0
0.920826,5,-8.50961,11.5109,5.49461,0.00625899,0.00584405,-0.0112054,32.5414,0,0,0
1.07149,0,-7.49189,2.49712,3.49249,-0.000524591,0.00757228,0.0454975,27.0849,0,0,0
1.07149,1,1.50667,-1.49375,5.50911,0.00887081,-0.000783117,0.00720784,21.5884,0,0,0
1.07149,2,8.47532,4.46818,3.50106,0.0195713,0.0224449,0.0714789,20.8928,0,0,0
1.07149,3,-1.56613,17.3523,4.50038,0.0399932,0.0789895,-0.0112838,35.2499,0,0,0
