time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
8.9555e-05,0,3.51103,0.463197,4.46646,-0.00734287,0.0179173,0.0175696,0.0510005,0,0,0
8.9555e-05,1,0.610426,2.31491,8.50295,-0.058407,0.0877501,-0.00325243,0.215547,0,0,0
8.9555e-05,2,0.471806,-3.52039,6.50272,0.01141,0.00753613,-0.000166313,0.0348993,0,0,0
8.9555e-05,3,-3.58518,-0.405566,5.49419,0.0391212,-0.0420828,0.00198474,0.12731,0,0,0
8.9555e-05,4,-0.500439,-1.48776,1.49771,0.00021638,-0.00757638,0.000276954,0.0128728,0,0,0
8.9555e-05,5,-0.526639,3.50742,3.53218,0.0136359,-0.00468666,-0.0183019,0.0424286,0,0,0
0.177053,0,3.51064,0.464301,4.46733,-0.007131,0.0173464,0.0170816,29.2607,0,0,0
0.177053,1,0.606318,2.32105,8.5028,-0.0597449,0.089004,-0.00335728,26.6797,0,0,0
0.177053,2,0.472468,-3.52,6.50271,0.0112131,0.00737714,-0.00017198,25.2246,0,0,0
0.177053,3,-3.58298,-0.407972,5.49432,0.0378733,-0.0407461,0.00193958,24.0743,0,0,0
0.177053,4,-0.500431,-1.48824,1.49773,0.00022021,-0.00731083,0.000274813,19.0343,0,0,0
0.177053,5,-0.525809,3.50716,3.53128,0.0132995,-0.00455636,-0.017831,23.932,0,0,0
0.336819,0,3.51014,0.465548,4.46817,-0.0073763,0.0174248,0.0166182,31.2697,0,0,0
0.336819,1,0.603285,2.32628,8.5027,-0.0570707,0.0868299,-0.00305382,27.0528,0,0,0
0.336819,2,0.472978,-3.51966,6.5027,0.0105206,0.00705766,-0.00017814,25.2845,0,0,0
0.336819,3,-3.58072,-0.41043,5.4944,0.0370227,-0.0398381,0.00195992,25.9422,0,0,0
0.336819,4,-0.500401,-1.48879,1.49774,0.000347947,-0.00739432,0.000273197,19.0343,0,0,0
0.336819,5,-0.525,3.50691,3.5304,0.0129691,-0.00442037,-0.0173913,23.1027,0,0,0
0.51863,0,3.5097,0.466684,4.46899,-0.00739919,0.0173446,0.016277,26.3966,0,0,0
0.51863,1,0.600958,2.33038,8.50259,-0.0521455,0.081125,-0.00288687,27.2926,0,0,0
0.51863,2,0.473446,-3.51937,6.50269,0.00981,0.00666523,-0.000181143,23.3983,0,0,0
0.51863,3,-3.57897,-0.4124,5.49453,0.0344928,-0.0373336,0.00186778,19.342,0,0,0
0.51863,4,-0.500426,-1.48928,1.49775,0.000254462,-0.00728432,0.000434819,26.8777,0,0,0
0.51863,5,-0.524212,3.50667,3.52954,0.0126433,-0.00428395,-0.0170279,21.3916,0,0,0
0.707248,0,3.50944,0.467639,4.4698,-0.00663008,0.0165279,0.0189575,26.3979,0,0,0
0.707248,1,0.597204,2.33599,8.50248,-0.0534357,0.0820126,-0.00314943,27.293,0,0,0
0.707248,2,0.474028,-3.51903,6.50269,0.00959592,0.00641402,0.000204418,23.399,0,0,0
0.707248,3,-3.57644,-0.415183,5.49451,0.0347489,-0.0377542,-0.00544802,22.2221,0,0,0
0.707248,4,-0.500424,-1.48973,1.49786,0.000253772,-0.00709035,0.00101338,27.6115,0,0,0
0.707248,5,-0.52346,3.50643,3.52874,0.012265,-0.00420771,-0.0167485,21.5972,0,0,0
0.879122,0,3.50913,0.468397,4.47081,-0.00606276,0.0155733,0.0232798,26.3984,0,0,0
0.879122,1,0.59427,2.34059,8.50231,-0.0515569,0.0792093,-0.0092315,26.528,0,0,0
0.879122,2,0.474563,-3.5187,6.50282,0.00929938,0.00624888,0.00496794,23.3996,0,0,0
