time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
8.7012e-05,0,15.4785,11.457,3.69707,0.0137687,0.0338783,-0.101426,0.202835,0,0,0
8.7012e-05,1,1.50085,-9.49902,3.63922,-0.000103824,0.00202954,-0.0694692,0.142734,0,0,0
8.7012e-05,2,2.48749,5.51188,5.46273,0.00356388,-0.000594829,0.0197279,0.0410684,0,0,0
8.7012e-05,3,14.4682,-2.48807,5.35297,0.0179104,-0.00176043,0.0712301,0.150892,0,0,0
8.7012e-05,4,3.40742,20.329,5.41652,0.0449317,0.0900734,0.0355358,0.223372,0,0,0
8.7012e-05,5,-12.3759,4.47519,3.57352,-0.0681643,0.0155005,-0.0419745,0.146329,0,0,0
0.172144,0,15.4796,11.4591,3.69239,0.013805,0.032321,-0.099114,23.4789,0,0,0
0.172144,1,1.50085,-9.49889,3.63579,-0.000107652,0.00196726,-0.0679918,3.20823,0,0,0
0.172144,2,2.48774,5.51184,5.46378,0.00361218,-0.000690922,0.0192488,6.80709,0,0,0
0.172144,3,14.4694,-2.48817,5.35641,0.0174307,-0.00175785,0.0689901,22.146,0,0,0
0.172144,4,3.41031,20.3347,5.41754,0.043761,0.0877247,0.0359513,24.3493,0,0,0
0.172144,5,-12.3794,4.47571,3.57353,-0.0638245,0.0136419,-0.0414695,6.1984,0,0,0
0.313706,0,15.4807,11.4614,3.68643,0.0137376,0.0318009,-0.0965621,19.7992,0,0,0
0.313706,1,1.50084,-9.49879,3.63297,-0.000113702,0.00180467,-0.066634,10.0234,0,0,0
0.313706,2,2.48796,5.51182,5.46476,0.00355477,-0.00068676,0.0188067,5.92589,0,0,0
0.313706,3,14.4704,-2.48833,5.35914,0.0167295,-0.00198034,0.0668392,10.2191,0,0,0
0.313706,4,3.41092,20.3359,5.41966,0.0458625,0.0917966,0.0341502,19.9241,0,0,0
0.313706,5,-12.384,4.47696,3.56956,-0.0643172,0.0149569,-0.0384346,8.29923,0,0,0
0.467134,0,15.4816,11.4639,3.68182,0.0131017,0.0315228,-0.0945097,25.521,0,0,0
0.467134,1,1.50085,-9.49867,3.62959,-3.12459e-05,0.0017237,-0.0654007,15.0175,0,0,0
0.467134,2,2.48818,5.5118,5.4657,0.00349386,-0.000691135,0.0183313,9.07332,0,0,0
0.467134,3,14.4713,-2.48827,5.3628,0.0159541,-0.00144551,0.0652165,11.7068,0,0,0
0.467134,4,3.4134,20.3411,5.42134,0.0435562,0.0883164,0.0344934,21.0693,0,0,0
0.467134,5,-12.3879,4.47774,3.56954,-0.0625529,0.0143693,-0.0391952,6.42255,0,0,0
0.610878,0,15.4818,11.4643,3.67659,0.013806,0.0327046,-0.0920907,18.4533,0,0,0
0.610878,1,1.50083,-9.49851,3.62602,0.000138892,0.00179494,-0.0667832,7.59841,0,0,0
0.610878,2,2.48836,5.5118,5.4665,0.00332141,-0.000637554,0.0180304,5.80812,0,0,0
0.610878,3,14.4725,-2.48848,5.36582,0.0161529,-0.00182147,0.0639167,16.2483,0,0,0
0.610878,4,3.41836,20.3502,5.42334,0.0402273,0.0788075,0.03389,34.5752,0,0,0
0.610878,5,-12.3916,4.47859,3.56768,-0.0607181,0.0142499,-0.0341419,6.42026,0,0,0
0.761468,0,15.4825,11.4664,3.67173,0.0121963,0.0318689,-0.0936199,18.6311,0,0,0
0.761468,1,1.50087,-9.49843,3.62313,0.000997808,0.00140188,-0.0690174,8.04575,0,0,0
0.761468,2,2.48859,5.51175,5.46754,0.00341108,-0.000657523,0.0211857,10.0291,0,0,0
0.761468,3,14.4735,-2.48862,5.36928,0.0157169,-0.00164391,0.0604454,14.865,0,0,0
0.761468,4,3.41895,20.3519,5.42586,0.0426262,0.0853966,0.0398654,34.5969,0,0,0
0.761468,5,-12.3954,4.47938,3.56527,-0.0593573,0.0140315,-0.0185912,8.12449,0,0,0
0.93987,0,15.4838,11.4696,3.66623,0.00947572,0.0264562,-0.0971465,23.9763,0,0,0
0.93987,1,1.50113,-9.49831,3.61964,0.00380356,0.00110471,-0.0773092,8.33552,0,0,0
0.93987,2,2.48875,5.51166,5.46884,0.00335874,-0.000563769,0.0249968,8.60953,0,0,0
0.93987,3,14.4743,-2.48861,5.37146,0.0155694,-0.000667648,0.0555612,25.1367,0,0,0
0.93987,4,3.42139,20.3568,5.42867,0.0415953,0.0836007,0.0385979,33.134,0,0,0
0.93987,5,-12.3986,4.48006,3.56602,-0.0559325,0.012772,0.00477776,8.1244,0,0,0
1.10135,0,15.4842,11.4711,3.66176,0.00510245,0.0216222,-0.105455,18.4188,0,0,0
1.10135,1,1.50194,-9.49829,3.61573,0.00938821,0.000704405,-0.0852314,4.63433,0,0,0
1.10135,2,2.48881,5.51125,5.47063,0.00305933,-0.0013367,0.0257193,6.76115,0,0,0
1.10135,3,14.4751,-2.48907,5.37441,0.0154011,-0.0015497,0.0466072,10.4534,0,0,0
1.10135,4,3.42319,20.361,5.43173,0.0384159,0.0796781,0.0360802,33.1253,0,0,0
1.10135,5,-12.4031,4.48208,3.56734,-0.0579162,0.0148687,0.0377147,6.41511,0,0,0
1.25884,0,15.4843,11.4721,3.65774,-0.000164999,0.0150075,-0.11106,20.6008,0,0,0
1.25884,1,1.50431,-9.49868,3.61168,0.0203076,-0.000571253,-0.0891748,6.98787,0,0,0
1.25884,2,2.48864,5.51011,5.47276,0.00213984,-0.00471033,0.0192794,8.99076,0,0,0
1.25884,3,14.4752,-2.48994,5.37829,0.013125,-0.00374819,0.0346998,23.8542,0,0,0
1.25884,4,3.42564,20.3673,5.43408,0.0295099,0.0660533,0.0293351,33.1288,0,0,0
1.25884,5,-12.4072,4.48492,3.5742,-0.0583573,0.016744,0.0826726,6.18776,0,0,0
1.41081,0,15.4821,11.4711,3.65362,-0.012782,0.00293055,-0.108812,20.2593,0,0,0
1.41081,1,1.50758,-9.49881,3.60755,0.032869,0.000114444,-0.089124,9.8828,0,0,0
1.41081,2,2.488,5.50767,5.47522,-0.000272251,-0.0127778,0.00846785,16.7777,0,0,0
1.41081,3,14.4731,-2.49195,5.3795,0.00345392,-0.0092935,0.0256092,18.2682,0,0,0
1.41081,4,3.42522,20.3677,5.43644,0.0204991,0.0514634,0.0143837,19.6141,0,0,0
1.41081,5,-12.4117,4.48964,3.57562,-0.0614158,0.023045,0.117466,18.8188,0,0,0
1.55936,0,15.479,11.4689,3.64949,-0.0248239,-0.010346,-0.096337,29.0542,0,0,0
1.55936,1,1.51445,-9.4983,3.60403,0.0561339,0.00339141,-0.0894278,10.0227,0,0,0
1.55936,2,2.48644,5.50323,5.47647,-0.00574119,-0.0273444,-0.00128368,9.82693,0,0,0
1.55936,3,14.471,-2.49452,5.38075,-0.00437616,-0.0159577,0.0204136,30.8424,0,0,0
1.55936,4,3.42314,20.3637,5.43757,0.0126975,0.0341756,-0.00789512,18.7085,0,0,0
1.55936,5,-12.4163,4.49704,3.58184,-0.0669733,0.0340933,0.165266,19.2647,0,0,0
1.71279,0,15.4744,11.4646,3.6433,-0.0409791,-0.0247549,-0.0785339,23.3025,0,0,0
1.71279,1,1.52449,-9.49905,3.60004,0.0869631,0.00133975,-0.0885512,9.86799,0,0,0
1.71279,2,2.4833,5.496,5.47371,-0.0158155,-0.0493319,-0.00554507,15.6696,0,0,0
1.71279,3,14.4623,-2.49848,5.38158,-0.0338288,-0.025476,0.0188102,19.4495,0,0,0
1.71279,4,3.42128,20.3591,5.43683,0.00124524,0.00026527,-0.0317565,19.588,0,0,0
1.71279,5,-12.4208,4.50783,3.5909,-0.0737617,0.0525087,0.218319,18.8364,0,0,0
1.87994,0,15.4649,11.4559,3.63797,-0.0674385,-0.0516813,-0.0399885,18.366,0,0,0
1.87994,1,1.53969,-9.49532,3.59386,0.131319,0.0151534,-0.079258,10.0089,0,0,0
1.87994,2,2.47781,5.48529,5.47276,-0.0316987,-0.0789849,-0.000187122,6.44455,0,0,0
1.87994,3,14.4517,-2.50372,5.37936,-0.0669589,-0.0379415,0.0129138,7.25885,0,0,0
1.87994,4,3.41898,20.3505,5.43394,-0.00875297,-0.0458612,-0.0595773,17.7641,0,0,0
1.87994,5,-12.4221,4.52123,3.61853,-0.075038,0.0690847,0.2976,6.35984,0,0,0
2.0435,0,15.4462,11.4391,3.63549,-0.107612,-0.0911576,0.00578188,25.5131,0,0,0
2.0435,1,1.55833,-9.49017,3.58846,0.178752,0.0294375,-0.0579632,14.2193,0,0,0
2.0435,2,2.46903,5.47159,5.47022,-0.0565272,-0.113799,0.010675,12.9832,0,0,0
2.0435,3,14.4367,-2.51022,5.38001,-0.113326,-0.0525476,-0.00318331,11.6854,0,0,0
2.0435,4,3.41775,20.3385,5.42776,-0.0124338,-0.098671,-0.0802526,27.2169,0,0,0
2.0435,5,-12.4276,4.54189,3.61878,-0.0924363,0.116053,0.337996,6.13878,0,0,0
2.19903,0,15.4254,11.4195,3.6354,-0.15173,-0.133555,0.0631939,20.6228,0,0,0
2.19903,1,1.58199,-9.48189,3.58262,0.233003,0.0488048,-0.0215224,9.5779,0,0,0
2.19903,2,2.46001,5.45411,5.47049,-0.0766236,-0.154871,0.0266638,9.37301,0,0,0
