time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
6.1266e-05,0,11.4941,-10.5335,4.48121,0.00437272,0.0105734,0.00972618,32.8029,0,0,0
6.1266e-05,1,-7.40029,1.46488,4.49088,-0.0606941,0.0238037,1.42197e-05,0.106108,0,0,0
6.1266e-05,2,1.54272,-20.3969,4.49503,-0.0252672,-0.0553833,0.00132167,42.0132,0,0,0
6.1266e-05,3,-10.2873,-15.4761,4.50179,-0.096647,-0.0141616,-0.00952231,39.8359,0,0,0
6.1266e-05,4,-0.371477,-8.52962,5.51791,-0.0649941,0.0159128,-0.0108733,30.4222,0,0,0
6.1266e-05,5,6.5357,1.4592,4.49067,-0.0166435,0.0231621,0.00515673,0.0567698,0,0,0
0.163702,0,11.4944,-10.5329,4.48177,0.00419922,0.0101803,0.00919417,28.3147,0,0,0
0.163702,1,-7.40332,1.46578,4.49089,-0.0568982,0.0214857,3.73246e-05,23.8299,0,0,0
0.163702,2,1.54083,-20.4005,4.49509,-0.025256,-0.0544639,0.00128158,25.0958,0,0,0
0.163702,3,-10.2936,-15.4771,4.50139,-0.0937046,-0.0135968,-0.00948084,20.0986,0,0,0
0.163702,4,-0.375911,-8.52799,5.51739,-0.0644745,0.0182217,-0.0105468,14.0561,0,0,0
0.163702,5,6.53471,1.46059,4.49092,-0.0163062,0.0225119,0.0050274,15.2701,0,0,0
0.361911,0,11.4947,-10.5323,4.48214,0.00408274,0.0099287,0.00928137,27.0684,0,0,0
0.361911,1,-7.40736,1.46749,4.49091,-0.0575134,0.0226227,4.39138e-05,18.7983,0,0,0
0.361911,2,1.53903,-20.4033,4.49516,-0.0252674,-0.0512179,0.00126022,34.1578,0,0,0
0.361911,3,-10.2993,-15.4781,4.50104,-0.0905064,-0.0132659,-0.00920243,38.1603,0,0,0
0.361911,4,-0.381863,-8.52709,5.51693,-0.0562808,0.0138281,-0.0101225,10.7286,0,0,0
0.361911,5,6.53379,1.46199,4.49118,-0.0158342,0.0220136,0.00548965,15.5337,0,0,0
0.530973,0,11.495,-10.5317,4.48259,0.00392039,0.00949331,0.00908664,28.1198,0,0,0
0.530973,1,-7.4101,1.46847,4.49092,-0.0534379,0.0208327,0.000105847,18.3268,0,0,0
0.530973,2,1.53767,-20.4069,4.49523,-0.0235804,-0.0515431,0.00152806,24.6597,0,0,0
0.530973,3,-10.3008,-15.4786,4.50056,-0.0957835,-0.0149095,-0.0088454,38.4794,0,0,0
0.530973,4,-0.385259,-8.52612,5.5164,-0.0545532,0.0138545,-0.00993594,10.7256,0,0,0
0.530973,5,6.53288,1.46333,4.49156,-0.0154679,0.0214345,0.00945443,15.5336,0,0,0
0.671934,0,11.4952,-10.5311,4.48305,0.00376334,0.0092354,0.00900755,27.5004,0,0,0
0.671934,1,-7.41243,1.46887,4.49083,-0.0485266,0.0172538,-0.00190763,18.3852,0,0,0
0.671934,2,1.53594,-20.4102,4.49551,-0.0234883,-0.0506467,0.00359607,23.6951,0,0,0
0.671934,3,-10.3126,-15.4792,4.50018,-0.090725,-0.00994063,-0.00607349,29.786,0,0,0
0.671934,4,-0.388665,-8.52526,5.51601,-0.0531653,0.0136339,-0.0097827,9.31144,0,0,0
0.671934,5,6.53202,1.46467,4.49229,-0.0150582,0.0209111,0.0109437,15.5336,0,0,0
0.827286,0,11.4955,-10.5305,4.48362,0.00394697,0.00904138,0.00863481,27.8276,0,0,0
0.827286,1,-7.41602,1.47057,4.49034,-0.0491166,0.0189896,-0.00977897,18.3888,0,0,0
0.827286,2,1.53428,-20.4131,4.49646,-0.0235151,-0.0489766,0.0213489,23.6982,0,0,0
