time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
6.3024e-05,0,-7.8779,-9.31998,1.79237,-0.470919,-0.860573,-0.735237,1.96645,0,0,0
6.3024e-05,1,6.915,-15.6338,3.42153,-1.97852,-0.264375,1.74848,31.9915,0,0,0
6.3024e-05,2,-13.3271,-16.2106,8.83004,-0.100045,-0.917831,-0.716888,1.88574,0,0,0
6.3024e-05,3,4.01282,-9.31603,8.83062,-2.20173,-0.850822,-0.712529,5.10433,0,0,0
6.3024e-05,4,-18.6108,-9.14685,1.82773,-0.594039,-0.959472,-0.77933,29.8618,0,0,0
6.3024e-05,5,-0.949307,-16.3247,8.64635,1.97843,-0.826156,-1.62423,9.18561,0,0,0
0.137176,0,-7.89652,-9.35284,1.7603,-0.461178,-0.836494,-0.703793,3.72524,0,0,0
0.137176,1,6.76303,-15.6379,3.48974,-2.14416,-0.223787,1.84574,27.3231,0,0,0
0.137176,2,-13.3324,-16.2469,8.79904,-0.0982219,-0.892202,-0.691688,1.88574,0,0,0
0.137176,3,3.89549,-9.34681,8.79733,-2.26578,-0.828331,-0.737827,4.85159,0,0,0
0.137176,4,-18.6373,-9.18614,1.79388,-0.584244,-0.937588,-0.752703,29.8618,0,0,0
0.137176,5,-0.839403,-16.3597,8.50381,1.95561,-0.782102,-1.76812,15.6396,0,0,0
0.265566,0,-7.9141,-9.38404,1.72898,-0.449234,-0.809929,-0.677274,3.72524,0,0,0
0.265566,1,6.61723,-15.6548,3.56079,-2.25087,-0.236438,1.92572,27.3231,0,0,0
0.265566,2,-13.3377,-16.2817,8.73349,-0.0963231,-0.863598,-0.688916,23.8103,0,0,0
0.265566,3,3.89457,-9.33515,8.76508,-2.25089,-0.787327,-0.793143,4.40564,0,0,0
0.265566,4,-18.6624,-9.22333,1.76119,-0.571336,-0.912353,-0.725846,29.9286,0,0,0
0.265566,5,-0.7552,-16.3821,8.43465,1.87434,-0.717969,-1.85335,15.6396,0,0,0
0.390549,0,-7.93076,-9.41372,1.69868,-0.435505,-0.78102,-0.652466,3.59507,0,0,0
0.390549,1,6.46982,-15.6681,3.63208,-2.37804,-0.229398,1.94446,27.0527,0,0,0
0.390549,2,-13.343,-16.3153,8.71129,-0.0949832,-0.835355,-0.669843,23.8103,0,0,0
0.390549,3,3.66941,-9.39902,8.73496,-2.33545,-0.761826,-0.770777,4.40564,0,0,0
0.390549,4,-18.6863,-9.25871,1.73121,-0.555876,-0.88392,-0.699442,29.9286,0,0,0
0.390549,5,-0.658548,-16.4213,8.35837,1.87193,-0.733724,-1.86447,15.6156,0,0,0
0.512185,0,-7.94658,-9.44201,1.6694,-0.422916,-0.748134,-0.625055,3.59507,0,0,0
0.512185,1,6.31842,-15.6806,3.70024,-2.49006,-0.235275,1.97538,27.0527,0,0,0
0.512185,2,-13.3475,-16.3468,8.70627,-0.0883725,-0.801445,-0.635705,23.839,0,0,0
0.512185,3,3.5701,-9.43231,8.70828,-2.32264,-0.760024,-0.771404,4.40564,0,0,0
0.512185,4,-18.7086,-9.29185,1.70042,-0.534828,-0.849255,-0.67788,29.9885,0,0,0
0.512185,5,-0.579471,-16.4362,8.28313,1.80695,-0.662198,-1.89884,15.6156,0,0,0
0.644876,0,-7.96174,-9.46893,1.64156,-0.413881,-0.710591,-0.592438,4.55694,0,0,0
