time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
2.6593e-05,0,-3.75737,-0.0854754,3.64985,0.330861,-0.156561,0.101449,2.99118,0,0,0
2.6593e-05,1,5.70321,-3.07879,0.998941,0.0856481,0.212173,-0.00516598,0.507127,0,0,0
2.6593e-05,2,4.31806,0.466014,9.87384,0.0114912,-0.215174,-0.00383074,0.58935,0,0,0
2.6593e-05,3,0,0,0,0,0,0,0,0,0,0
2.6593e-05,4,0,0,0,0,0,0,0,0,0,0
2.6593e-05,5,0,0,0,0,0,0,0,0,0,0
0.0529978,0,-3.74178,-0.0928601,3.65576,0.311902,-0.147385,0.0984415,2.99118,0,0,0
0.0529978,1,5.70566,-3.0662,0.998868,0.0755955,0.212141,-0.00468087,0.507127,0,0,0
0.0529978,2,4.32247,0.451188,9.87336,0.0243194,-0.216654,-0.00281353,0.58935,0,0,0
0.0529978,3,0,0,0,0,0,0,0,0,0,0
0.0529978,4,0,0,0,0,0,0,0,0,0,0
0.0529978,5,0,0,0,0,0,0,0,0,0,0
0.104847,0,-3.72558,-0.0990767,3.6614,0.304239,-0.139203,0.0922936,3.01555,0,0,0
0.104847,1,5.70976,-3.05789,0.998846,0.073778,0.196861,-0.00319544,5.61586,0,0,0
0.104847,2,4.3213,0.438276,9.87292,0.016106,-0.212359,-0.000835,5.79404,0,0,0
0.104847,3,0,0,0,0,0,0,0,0,0,0
0.104847,4,0,0,0,0,0,0,0,0,0,0
0.104847,5,0,0,0,0,0,0,0,0,0,0
0.155984,0,-3.71051,-0.107254,3.6645,0.293164,-0.137444,0.0895978,3.01555,0,0,0
0.155984,1,5.71535,-3.04544,0.998775,0.0770488,0.198729,-0.00321745,5.61586,0,0,0
0.155984,2,4.32673,0.4211,9.87351,0.0301846,-0.22321,0.000139738,5.79658,0,0,0
0.155984,3,0,0,0,0,0,0,0,0,0,0
0.155984,4,0,0,0,0,0,0,0,0,0,0
0.155984,5,0,0,0,0,0,0,0,0,0,0
0.212188,0,-3.69318,-0.115829,3.67109,0.290842,-0.138542,0.094224,3.03857,0,0,0
0.212188,1,5.71868,-3.03015,0.998841,0.0703388,0.208575,0.00104627,5.60776,0,0,0
0.212188,2,4.32308,0.421531,9.87407,0.0106406,-0.174131,-0.000581277,5.79658,0,0,0
0.212188,3,0,0,0,0,0,0,0,0,0,0
0.212188,4,0,0,0,0,0,0,0,0,0,0
0.212188,5,0,0,0,0,0,0,0,0,0,0
0.266018,0,-3.67886,-0.122074,3.67766,0.281728,-0.132904,0.101339,3.03857,0,0,0
0.266018,1,5.7245,-3.01787,0.999293,0.075016,0.208287,0.0150233,5.60776,0,0,0
0.266018,2,4.32588,0.409846,9.87461,0.0173862,-0.167834,-0.00103456,5.795,0,0,0
0.266018,3,0,0,0,0,0,0,0,0,0,0
