time,uav_id,px,py,pz,vx,vy,vz,feedback,ref_x,ref_y,ref_z
5.8235e-05,0,-2.34725,0.529357,4.58687,0.0201076,-0.0622236,-0.0169318,0.280774,0,0,0
5.8235e-05,1,0.936757,1.14297,6.17166,0.0511568,-0.00894968,0.0106148,6.28474,0,0,0
5.8235e-05,2,1.09411,-2.0788,4.35619,-0.0812023,0.0293255,-0.0215416,0.306735,0,0,0
5.8235e-05,3,0,0,0,0,0,0,0,0,0,0
5.8235e-05,4,0,0,0,0,0,0,0,0,0,0
5.8235e-05,5,0,0,0,0,0,0,0,0,0,0
0.0580472,0,-2.34624,0.526401,4.58602,0.0175662,-0.0577039,-0.0164035,6.59187,0,0,0
0.0580472,1,0.93687,1.14308,6.17216,0.0515475,-0.00854959,0.0101194,6.28474,0,0,0
0.0580472,2,1.08565,-2.07558,4.35388,-0.0737652,0.0266625,-0.0214274,7.0846,0,0,0
0.0580472,3,0,0,0,0,0,0,0,0,0,0
0.0580472,4,0,0,0,0,0,0,0,0,0,0
0.0580472,5,0,0,0,0,0,0,0,0,0,0
0.109075,0,-2.3448,0.522937,4.58532,0.0171316,-0.0559076,-0.0157474,6.59187,0,0,0
0.109075,1,0.942275,1.14221,6.17267,0.0535896,-0.0110782,0.00933168,7.06531,0,0,0
0.109075,2,1.08565,-2.07558,4.35388,-0.0737652,0.0266625,-0.0214274,7.0846,0,0,0
0.109075,3,0,0,0,0,0,0,0,0,0,0
0.109075,4,0,0,0,0,0,0,0,0,0,0
0.109075,5,0,0,0,0,0,0,0,0,0,0
0.1603,0,-2.3443,0.519635,4.58457,0.0130488,-0.0523547,-0.015123,6.76309,0,0,0
0.1603,1,0.94442,1.14202,6.17314,0.0530951,-0.0112067,0.00889669,7.06531,0,0,0
0.1603,2,1.08088,-2.07354,4.35283,-0.0722202,0.0269801,-0.021349,7.37033,0,0,0
0.1603,3,0,0,0,0,0,0,0,0,0,0
0.1603,4,0,0,0,0,0,0,0,0,0,0
0.1603,5,0,0,0,0,0,0,0,0,0,0
0.213031,0,-2.34245,0.515668,4.58375,0.0138027,-0.0516689,-0.0133577,6.76309,0,0,0
0.213031,1,0.944319,1.14231,6.17375,0.052751,-0.0101209,0.0115971,7.06713,0,0,0
0.213031,2,1.07753,-2.07243,4.35171,-0.0659277,0.0238253,-0.0212718,7.37033,0,0,0
0.213031,3,0,0,0,0,0,0,0,0,0,0
0.213031,4,0,0,0,0,0,0,0,0,0,0
0.213031,5,0,0,0,0,0,0,0,0,0,0
0.265596,0,-2.34245,0.515668,4.58375,0.0138027,-0.0516689,-0.0133577,6.76119,0,0,0
0.265596,1,0.947657,1.14155,6.17472,0.0549199,-0.0119674,0.0159362,7.06713,0,0,0
0.265596,2,1.07351,-2.07095,4.35077,-0.0616009,0.0220648,-0.0216417,7.36844,0,0,0
0.265596,3,0,0,0,0,0,0,0,0,0,0
0.265596,4,0,0,0,0,0,0,0,0,0,0
0.265596,5,0,0,0,0,0,0,0,0,0,0
0.325836,0,-2.34021,0.511094,4.58362,0.0167668,-0.054336,-0.00534656,6.76119,0,0,0
0.325836,1,0.951966,1.14069,6.17607,0.0537721,-0.0126226,0.0175904,7.06914,0,0,0
0.325836,2,1.07034,-2.06979,4.3496,-0.0568499,0.0199592,-0.0250434,7.36844,0,0,0
0.325836,3,0,0,0,0,0,0,0,0,0,0
0.325836,4,0,0,0,0,0,0,0,0,0,0
0.325836,5,0,0,0,0,0,0,0,0,0,0
0.38138,0,-2.33979,0.507951,4.58444,0.0131266,-0.0514573,0.00299902,6.7585,0,0,0
0.38138,1,0.951046,1.14028,6.18059,0.0507038,-0.0138051,0.0125769,7.06914,0,0,0
0.38138,2,1.06515,-2.06749,4.34799,-0.0611782,0.0228618,-0.0350259,7.36684,0,0,0
0.38138,3,0,0,0,0,0,0,0,0,0,0
0.38138,4,0,0,0,0,0,0,0,0,0,0
0.38138,5,0,0,0,0,0,0,0,0,0,0
0.438049,0,-2.33902,0.502944,4.58581,0.0136786,-0.0534114,0.0394609,6.7585,0,0,0
0.438049,1,0.953079,1.1374,6.18119,0.0421459,-0.0213437,-0.00264332,7.07314,0,0,0
0.438049,2,1.06156,-2.06687,4.34706,-0.0593141,0.0177736,-0.0532901,7.36684,0,0,0
0.438049,3,0,0,0,0,0,0,0,0,0,0
0.438049,4,0,0,0,0,0,0,0,0,0,0
0.438049,5,0,0,0,0,0,0,0,0,0,0
0.493269,0,-2.3398,0.497126,4.59095,0.0114428,-0.0547157,0.0753161,6.75007,0,0,0
0.493269,1,0.949692,1.1345,6.18424,0.0270705,-0.0345435,-0.0247756,7.07314,0,0,0
0.493269,2,1.05509,-2.06609,4.34239,-0.0716482,0.0121069,-0.0775265,7.36371,0,0,0
0.493269,3,0,0,0,0,0,0,0,0,0,0
0.493269,4,0,0,0,0,0,0,0,0,0,0
0.493269,5,0,0,0,0,0,0,0,0,0,0
0.543414,0,-2.34352,0.488116,4.59537,0.0048219,-0.0625038,0.129236,6.75007,0,0,0
0.543414,1,0.946222,1.12888,6.18169,0.00555685,-0.0537669,-0.0431255,7.06343,0,0,0
0.543414,2,1.04921,-2.06691,4.33907,-0.0791895,0.00140854,-0.0911811,7.36371,0,0,0
0.543414,3,0,0,0,0,0,0,0,0,0,0
0.543414,4,0,0,0,0,0,0,0,0,0,0
0.543414,5,0,0,0,0,0,0,0,0,0,0
0.600011,0,-2.34731,0.481061,4.60388,-0.00223247,-0.0638433,0.154988,6.73089,0,0,0
0.600011,1,0.939165,1.11971,6.17726,-0.028259,-0.0849768,-0.0644813,7.06343,0,0,0
0.600011,2,1.04355,-2.06848,4.33562,-0.0852065,-0.0105016,-0.0924179,7.36073,0,0,0
0.600011,3,0,0,0,0,0,0,0,0,0,0
0.600011,4,0,0,0,0,0,0,0,0,0,0
0.600011,5,0,0,0,0,0,0,0,0,0,0
0.653408,0,-2.35764,0.464202,4.61542,-0.0191416,-0.0853311,0.22918,6.73089,0,0,0
0.653408,1,0.928031,1.10649,6.16957,-0.0749391,-0.128515,-0.080354,7.05119,0,0,0
0.653408,2,1.03955,-2.07158,4.32579,-0.0844814,-0.0252589,-0.0886855,7.36073,0,0,0
0.653408,3,0,0,0,0,0,0,0,0,0,0
0.653408,4,0,0,0,0,0,0,0,0,0,0
0.653408,5,0,0,0,0,0,0,0,0,0,0
0.709981,0,-2.37407,0.441017,4.6234,-0.0493814,-0.121319,0.30891,6.68139,0,0,0
0.709981,1,0.909872,1.08587,6.16608,-0.141496,-0.191953,-0.0938805,7.05119,0,0,0
0.709981,2,1.02705,-2.07917,4.32358,-0.108849,-0.0471778,-0.0612789,7.35615,0,0,0
0.709981,3,0,0,0,0,0,0,0,0,0,0
0.709981,4,0,0,0,0,0,0,0,0,0,0
0.709981,5,0,0,0,0,0,0,0,0,0,0
0.760322,0,-2.39424,0.41546,4.64096,-0.0860881,-0.158507,0.387167,6.68139,0,0,0
0.760322,1,0.891414,1.06581,6.16082,-0.199508,-0.24275,-0.0917224,7.00648,0,0,0
0.760322,2,0.998615,-2.09793,4.32031,-0.176729,-0.0939048,0.00629345,7.35615,0,0,0
0.760322,3,0,0,0,0,0,0,0,0,0,0
0.760322,4,0,0,0,0,0,0,0,0,0,0
0.760322,5,0,0,0,0,0,0,0,0,0,0
0.8145,0,-2.41964,0.38457,4.66215,-0.13071,-0.203128,0.467673,6.60202,0,0,0
0.8145,1,0.863799,1.03622,6.1686,-0.279219,-0.314003,-0.0833514,7.00648,0,0,0
0.8145,2,0.971884,-2.12081,4.31723,-0.227283,-0.147928,0.0726232,7.31453,0,0,0
0.8145,3,0,0,0,0,0,0,0,0,0,0
0.8145,4,0,0,0,0,0,0,0,0,0,0
0.8145,5,0,0,0,0,0,0,0,0,0,0
0.86492,0,-2.4511,0.347544,4.68049,-0.185809,-0.257749,0.555918,6.60202,0,0,0
0.86492,1,0.827447,0.997579,6.16113,-0.386374,-0.412042,-0.0781078,6.94796,0,0,0
0.86492,2,0.933797,-2.15251,4.3209,-0.301528,-0.213632,0.166066,7.31453,0,0,0
0.86492,3,0,0,0,0,0,0,0,0,0,0
